City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,kahului,20.8947,-156.47,28.01,54,40,3.6,US,1679955043
367,bairnsdale,-37.8333,147.6167,17.81,98,41,0.67,AU,1679955044
368,bridgewater,44.3835,-64.5155,5.38,67,87,1.79,CA,1679955044
369,boende,-0.2167,20.8667,22.06,97,100,1.15,CD,1679955044
370,ketchikan,55.3422,-131.6461,10.26,46,0,5.66,US,1679955045
371,pangkalanbuun,-2.6833,111.6167,21.99,96,100,1.28,ID,1679955045
372,emilio carranza,19.9711,-96.6114,29.57,59,4,3.62,MX,1679955045
373,krasnopillya,50.7746,35.2597,8.23,69,100,3.49,UA,1679955046
374,port moresby,-9.4431,147.1797,25.91,81,49,1.73,PG,1679955046
375,porto belo,-27.1578,-48.5531,23.97,70,58,4.76,BR,1679954757
376,chabahar,25.2919,60.643,23.73,83,1,2.85,IR,1679955046
377,nara,34.6851,135.8049,6.39,64,47,0.51,JP,1679955047
378,tiznit,29.5833,-9.5,22.27,32,94,0.95,MA,1679955048
379,haines junction,60.7522,-137.5108,-1.42,71,100,0.61,CA,1679955048
380,corrales,35.2378,-106.6067,10.65,19,0,10.73,US,1679955048
381,dundee,56.5,-2.9667,1.77,85,0,2.06,GB,1679955048
382,linkou,45.3,130.2833,0.56,37,80,1.96,CN,1679955049
383,selma,36.5708,-119.6121,19.02,39,0,1.54,US,1679955049
384,houlton,46.1262,-67.8403,3.23,81,100,0.0,US,1679954959
385,kenai,60.5544,-151.2583,1.16,64,100,1.54,US,1679955049
386,ampanihy,-24.7,44.75,20.99,73,99,4.86,MG,1679955050
387,port macquarie,-31.4333,152.9167,22.72,82,60,1.97,AU,1679955050
388,santa fe,-31.6333,-60.7,25.01,84,7,3.58,AR,1679955018
389,hit,33.6416,42.8251,17.19,74,5,2.75,IQ,1679955050
390,tucuman,-26.8241,-65.2226,23.0,83,75,2.57,AR,1679955023
391,ewa beach,21.3156,-158.0072,27.97,64,0,4.63,US,1679955051
392,general pico,-35.6566,-63.7568,25.84,48,0,6.91,AR,1679955051
393,cockburn town,21.4612,-71.1419,25.98,69,40,7.72,TC,1679954824
394,saint-augustin,51.226,-58.6502,1.79,78,100,3.65,CA,1679955051
395,masindi,1.6744,31.715,18.12,93,100,0.06,UG,1679955052
396,soddy-daisy,35.2359,-85.1908,24.49,37,13,3.37,US,1679955052
397,sakakah,29.9697,40.2064,16.32,33,0,4.36,SA,1679955052
398,kabo,7.6994,18.629,27.47,34,75,1.54,CF,1679955052
399,iqaluit,63.7506,-68.5145,-8.5,78,100,2.24,CA,1679955053
400,staryy nadym,65.6118,72.6842,-16.31,97,96,2.18,RU,1679955053
401,zalantun,48.0,122.7167,-2.25,51,28,1.63,CN,1679955053
402,algeciras,36.1333,-5.4505,16.82,77,75,4.63,ES,1679954765
403,bandarbeyla,9.4942,50.8122,26.8,81,29,3.28,SO,1679955054
404,olinda,-8.0089,-34.8553,27.85,69,40,2.57,BR,1679955054
405,lafia,8.4833,8.5167,31.51,35,58,1.64,NG,1679955054
406,srednekolymsk,67.45,153.6833,-16.5,84,32,3.71,RU,1679955055
407,rio gallegos,-51.6226,-69.2181,6.03,93,75,11.83,AR,1679955055
408,muzaffarabad,34.37,73.4711,13.55,65,16,2.55,PK,1679955055
409,balkhash,46.844,74.9804,1.27,82,0,5.98,KZ,1679955055
410,taoudenni,22.6783,-3.9836,31.49,11,77,0.95,ML,1679955056
411,moron,-34.6534,-58.6198,23.94,53,0,3.11,AR,1679955056
412,ouallam,14.3188,2.0866,29.73,12,0,4.01,NE,1679955056
413,roma,43.2128,-75.4557,4.42,88,100,2.06,US,1679955057
414,fort frances,48.5999,-93.4003,-2.13,43,0,5.14,CA,1679954943
415,payo,-3.7508,103.6372,22.66,99,98,0.65,ID,1679955057
416,vanimo,-2.6741,141.3028,25.93,86,98,2.2,PG,1679955057
417,leshukonskoye,64.8989,45.7622,-16.38,99,51,2.08,RU,1679955058
418,bilma,18.6853,12.9164,23.57,16,0,1.2,NE,1679955058
419,luorong,24.4058,109.6086,14.15,82,100,2.49,CN,1679955058
420,mendi,-6.1761,143.6513,14.06,97,100,1.5,PG,1679955059
421,concepcion del oro,24.6333,-101.4167,25.78,3,83,5.2,MX,1679955059
422,teluk nibung,3.001,99.8164,24.35,94,100,1.42,ID,1679955060
423,kostomuksha,64.571,30.5767,-13.64,97,99,2.42,RU,1679955061
424,karasburg,-28.0167,18.75,21.95,23,0,1.23,NA,1679955061
425,olafsvik,64.8945,-23.7142,-1.47,69,17,6.15,IS,1679955063
426,dwarka,22.2394,68.9678,23.82,73,29,5.37,IN,1679955064
427,teslic,44.6064,17.8597,2.85,74,100,3.62,BA,1679955064
428,kavieng,-2.5744,150.7967,28.36,70,32,2.86,PG,1679955064
429,rosa zarate,0.3333,-79.4667,28.82,69,91,0.83,EC,1679955065
430,pegnitz,49.7564,11.545,0.69,88,94,4.5,DE,1679955066
431,bowen,-20.0167,148.2333,23.78,84,5,3.53,AU,1679954909
432,pangai,-19.8,-174.35,26.06,94,100,0.0,TO,1679955066
433,waingapu,-9.6567,120.2641,25.21,80,73,1.34,ID,1679955067
434,karratha,-20.7377,116.8463,27.88,75,91,2.92,AU,1679955067
435,turnov,50.5836,15.1519,1.93,92,69,4.92,CZ,1679955068
436,kruisfontein,-34.0033,24.7314,15.49,77,95,3.28,ZA,1679955068
437,kudahuvadhoo,2.6708,72.8944,27.8,78,29,3.71,MV,1679955069
438,muroto,33.2833,134.15,13.17,65,100,3.84,JP,1679955069
439,arman,59.7,150.1667,-13.36,92,48,2.37,RU,1679955069
440,taylor,32.3001,-99.8337,19.12,47,0,2.57,US,1679955070
441,jiazi,22.8779,116.067,15.68,83,96,7.94,CN,1679955070
442,te anau,-45.4167,167.7167,5.57,83,44,2.76,NZ,1679955071
443,chama,47.1821,8.4636,3.14,90,75,1.54,CH,1679955071
444,huittinen,61.1833,22.7,-4.86,92,100,6.37,FI,1679955072
445,port hawkesbury,45.6169,-61.3485,1.06,95,100,4.63,CA,1679955072
446,ust-ilimsk,58.0006,102.6619,0.54,94,100,6.7,RU,1679955073
447,cayenne,4.9333,-52.3333,25.02,83,20,2.57,GF,1679955021
448,wakkanai,45.4094,141.6739,4.42,74,0,5.41,JP,1679955073
449,sorong,-0.8833,131.25,26.0,85,99,5.4,ID,1679955074
450,sao joao nepomuceno,-21.54,-43.0106,22.34,91,60,1.54,BR,1679955074
451,atambua,-9.1061,124.8925,22.26,89,100,1.8,ID,1679955075
452,yamada,39.4667,141.95,6.1,76,88,3.24,JP,1679955075
453,grave,51.759,5.7388,2.84,83,6,2.06,NL,1679955075
454,wanning,18.8003,110.3967,23.43,92,79,1.92,CN,1679955076
455,vanavara,60.34,102.2797,-2.65,76,98,8.4,RU,1679955077
456,itarema,-2.9248,-39.9167,24.97,85,29,2.37,BR,1679955077
457,jacareacanga,-6.2222,-57.7528,24.63,89,88,1.02,BR,1679955078
458,inirida,3.8653,-67.9239,25.93,85,81,1.32,CO,1679955078
459,girua,-28.0283,-54.3497,21.05,41,0,1.29,BR,1679955080
460,anori,-3.7728,-61.6442,24.79,94,64,0.69,BR,1679955080
461,krasnyy yar,46.5331,48.3456,10.96,80,100,4.63,RU,1679955081
462,douglas,41.3,-96.167,7.08,52,0,3.6,US,1679954782
463,yorosso,12.3536,-4.7761,29.93,22,77,1.6,ML,1679955082
464,andenes,69.3143,16.1194,-5.04,67,0,3.09,NO,1679955083
465,uarini,-2.99,-65.1083,25.36,94,84,0.07,BR,1679954836
466,slave lake,55.2834,-114.769,-4.67,68,100,4.4,CA,1679955083
467,oranmore,53.2683,-8.92,7.93,83,100,7.54,IE,1679955083
468,pevek,69.7008,170.3133,-20.84,81,76,6.58,RU,1679955084
469,comodoro rivadavia,-45.8667,-67.5,23.92,29,0,10.8,AR,1679955084
470,seabra,-12.4186,-41.7703,19.91,94,77,2.29,BR,1679954821
471,arlit,18.7369,7.3853,24.26,12,0,4.23,NE,1679955085
472,laguna,38.421,-121.4238,18.2,36,0,5.66,US,1679955086
473,matagami,49.7502,-77.6328,-5.05,85,100,3.49,CA,1679955086
474,santa isabel do rio negro,-0.4139,-65.0192,24.95,95,100,0.54,BR,1679955087
475,erzin,36.9559,36.2,13.39,92,49,1.5,TR,1679955087
476,ban nahin,18.2418,104.2122,20.08,85,26,1.95,LA,1679955088
477,mahon,39.8885,4.2658,12.31,71,75,2.06,ES,1679955088
478,miramar,25.9873,-80.2323,29.45,69,0,6.17,US,1679955088
479,ndola,-12.9587,28.6366,18.08,90,7,0.45,ZM,1679955089
480,challans,46.8436,-1.8749,9.11,86,94,3.85,FR,1679955089
481,coahuayana,18.7333,-103.6833,29.52,47,100,3.09,MX,1679955090
482,kamphaeng phet,16.25,99.5,25.82,38,2,1.39,TH,1679955091
483,ostrovnoy,68.0531,39.5131,-12.47,87,95,3.41,RU,1679955092
484,huoqiu,32.3394,116.2694,9.23,77,91,3.17,CN,1679955094
485,hambantota,6.1241,81.1185,25.19,100,20,0.51,LK,1679955095
486,paita,-5.0892,-81.1144,27.93,67,86,4.66,PE,1679955095
487,mantua,45.1667,10.7833,11.58,40,22,0.89,IT,1679955096
488,nemuro,43.3236,145.575,0.8,76,0,4.43,JP,1679955096
489,khandbari,27.3747,87.2039,14.52,49,4,2.39,NP,1679955096
490,chicama,-7.8447,-79.1469,26.3,67,90,3.96,PE,1679955097
491,mount isa,-20.7333,139.5,20.87,100,3,1.54,AU,1679955097
492,badvel,14.75,79.05,26.77,80,51,1.32,IN,1679955098
493,mkushi,-13.6202,29.3939,16.32,87,3,1.96,ZM,1679955098
494,grindavik,63.8424,-22.4338,-1.74,64,0,5.66,IS,1679955098
495,sobolevo,54.4299,31.8996,2.84,81,89,3.28,RU,1679955099
496,shimoda,34.6667,138.95,9.5,85,100,6.94,JP,1679955099
497,huarmey,-10.0681,-78.1522,25.43,77,73,3.73,PE,1679955099
498,sumenep,-7.0167,113.8667,25.74,86,100,0.53,ID,1679955100
499,san cristobal,7.7669,-72.225,24.1,49,99,1.23,VE,1679955100
500,nyurba,63.2842,118.3319,-4.24,91,100,3.48,RU,1679955100
501,pangnirtung,66.1451,-65.7125,-11.16,97,100,0.97,CA,1679955101
502,poya,-21.35,165.15,26.56,77,100,3.37,NC,1679955101
503,kolokani,13.5728,-8.0339,30.97,11,40,1.12,ML,1679955101
504,lappeenranta,61.0587,28.1887,-2.33,90,100,5.14,FI,1679955101
505,mangai,-4.05,19.5333,20.51,99,98,1.29,CD,1679955102
506,jaciara,-15.9653,-54.9683,26.74,68,87,0.34,BR,1679955102
507,saquarema,-22.92,-42.5103,24.44,88,97,2.22,BR,1679954819
508,ha tinh,18.3333,105.9,20.09,92,100,2.99,VN,1679955102
509,shenzhen,22.5455,114.0683,19.09,95,100,2.2,CN,1679955102
510,novooleksiyivka,46.2269,34.6428,8.28,83,91,10.3,UA,1679955102
511,banjar,-8.19,114.9675,24.7,88,98,2.06,ID,1679955103
512,egvekinot,66.3167,-179.1667,-25.0,93,32,1.73,RU,1679955103
513,yumen,40.2833,97.2,5.74,17,0,1.99,CN,1679955103
514,auki,-8.7676,160.7034,27.87,76,100,2.18,SB,1679955103
515,hailar,49.2,119.7,-10.5,85,14,3.0,CN,1679955104
516,amiens,49.9,2.3,3.55,67,6,1.12,FR,1679955104
517,nishihara,26.1842,127.7558,16.6,80,75,6.17,JP,1679955104
518,lukulu,-14.3707,23.242,19.47,85,64,2.19,ZM,1679955105
519,college,64.8569,-147.8028,4.18,50,100,1.54,US,1679954817
520,hami,42.8,93.45,10.36,21,67,3.59,CN,1679955105
521,ustynivka,47.9551,32.5367,10.1,63,100,5.6,UA,1679955105
522,oranjemund,-28.55,16.4333,19.24,71,0,2.98,NA,1679955106
523,beaupre,47.0443,-70.8953,4.74,96,98,2.63,CA,1679955106
524,puqi,29.7167,113.8833,11.28,76,51,0.22,CN,1679955106
525,adrar,20.5022,-10.0711,27.15,14,0,3.86,MR,1679955107
526,ojinaga,29.5667,-104.4167,29.21,14,0,5.14,MX,1679955107
527,parkersburg,39.2667,-81.5615,17.34,39,40,6.69,US,1679955107
528,carutapera,-1.195,-46.02,24.82,88,95,2.06,BR,1679954944
529,vila velha,-20.3297,-40.2925,27.97,74,100,2.57,BR,1679954865
530,ranfurly,-45.1333,170.1,2.28,95,100,6.61,NZ,1679955107
531,sarangani,5.4033,125.4636,26.83,79,99,1.7,PH,1679955108
532,diveyevo,55.0433,43.2418,6.17,85,99,3.27,RU,1679955108
533,los llanos de aridane,28.6585,-17.9182,18.86,40,0,2.57,ES,1679954982
534,senanga,-16.1167,23.2667,19.88,88,100,1.12,ZM,1679955109
535,sao filipe,14.8961,-24.4956,23.24,73,47,3.52,CV,1679955109
536,ygatimi,-24.0833,-55.5,23.76,76,8,0.99,PY,1679955109
537,nsanje,-16.92,35.262,20.91,98,76,1.26,MW,1679955109
538,rybinsk,58.0446,38.8426,1.6,98,99,1.34,RU,1679955110
539,ostersund,63.1792,14.6357,-9.75,52,88,3.6,SE,1679955110
